Issue_id,Duplicated_issue,Title1,Description1,Title2,Description2,Label
929470,917906,displayproblem new signature switch new version,problem new version use sigswitch useful tool new version sigswitch signature visible totally wte instead light grey faq sigswitch explained former version vers still visible deinstalled sigswitch new versions reinstalled older sigswitch oct back normal sig visible must sometng wrong compatibility newest versions sigswitch appreciate problem could solved stay older versions sigswitch since works good ive sent info problem sigswitch thank,signature gray version dont apply transparency html signatures,div pspan stylefontfamily verdanagenevaspan stylecolor spanspan stylefontsize smallspan stylecolor xxx text xxxbr nbsp xxx text xxxbr bigstrongxxx text xxxstrongbigbr hrefxxx targetblankimg styleborder srcjpg file altxxx width height border abr span stylecolor spanspanspanspanp pspan stylefontsize small fontfamily verdanagenevaspan stylecolor span stylecolor emxxx text xxxbr div version signature text image black stated html signature version gray including image cant changed tried change color black message compose window doesnt work also checked predefined color thunderbird options set black signature text image black instead gray,1
929518,917906,received mail barely visible noted tag div classmozsignature html message,print screen shaded email mozilla windows applewebkit khtml like chrome safari create signature saving message html file send message contain someone respond signature become shaded gray modify resave become shaded become barely visible html file tag div classmozsignature appear often saved signature someone reply message check message sent storic conversation become shaded cant read mail anymore since theyve became shaded signature message fade want read,signature gray version dont apply transparency html signatures,div pspan stylefontfamily verdanagenevaspan stylecolor spanspan stylefontsize smallspan stylecolor xxx text xxxbr nbsp xxx text xxxbr bigstrongxxx text xxxstrongbigbr hrefxxx targetblankimg styleborder srcjpg file altxxx width height border abr span stylecolor spanspanspanspanp pspan stylefontsize small fontfamily verdanagenevaspan stylecolor span stylecolor emxxx text xxxbr div version signature text image black stated html signature version gray including image cant changed tried change color black message compose window doesnt work also checked predefined color thunderbird options set black signature text image black instead gray,1
931118,528044,search list forgets column choices,use top level gloda search get summaries click open email list uses default particularly helpful column layout doesnt remember change add location switch use correspondant showinout extension wch often relevant searcng similar bug marked fixed believe supposed file new bug,global search showopen list results view remember columns persist column visiblity location faceted search search messages,enable column say folder ablageort still next search search terms messages faceted search tab view list enable column close faceted search list tab search terms view list added column gone column still shown colums specifically need search results esp containing folder since messages different folders,1
933721,904870,add contact photo cant edit,added picture computer contact use debian wheezy everitng seem try reedit contact button doesnt works possible save new edition contact cheking button,allow save card local contact photo removed,spin fix unsavable cards short term,1
942785,941740,close maximize minimize buttons tab,close maximize minimize buttons using thunderbird daily close maximize minimize buttons visible clearly tab check attachment,supose move window screen,place click move window latest mac nightly one pixel tabs move window pixels three red yeallow green button makes moving main window pita bug feature,1
944833,672988,reduce default placessqlite size thunderbird profiles,weve reduced default placessqlite size webapps bug could thunderbird matter defining new pref,placessqlite created click link message wastes disk space,placessqlite used firefox store bookmarks browsing story file thunderbird profile noticed size increased less upgrading thunderbird made suspect thunderbird uses file browsing story dont want added browserstoryexpiredaysmin setting config editor set disable keeping browsing story like firefox exited thunderbird deleted placessqlite file restarted created replacement placessqlite file restarted thunderbird without even clicking link exited deleted placessqlite placessqliteshm placessqlitewal restarted create places files clicked link message recreated files size global searcndexing offline folders synchronization storage enabled quick filter toolbar basically trying use thunderbird thunderbird less bugs dont use addons like thunderbrowse ghub lite sort browsing httpsbugzillamozillaorgshowbugcgiid states move thunderbird build closer firefox easily enable interesting tngs like favicons content tabs start building places extensions also able use wish cant see reason moment enable storing story default tnk disable default keep reasonable defaults place believe favicon storingusage still work even story disabled tnk relies prefs file didnt exist clicked link mail message guarantee story recorded sure looks suspicious reasonable expect normal user install sql manager investigate contents file might issue roaming profiles large networks creating wasted space per user potential future use addons use dont support use addon compatibility reporter addon order use dont expect change since thunderbird addon developers general problems keeping old schedule new rapid development schedule makes tngs worse none addons use store much data pay cost sometng wont use one reasons use global search imho mature enough ive seen many threads size globlmessagedbsqlite file grows control deleted concerned type tng might happen day placessqlite optional setting config editor prevent file created,1
947068,923165,throbber icon small retina displays,screenshot see screenshot please,switch toolkit loadingpng throbber retina support,throbber currently supper tiny since dont compensate retina display,1
950576,404241,links received mails square brackets terminate url,since long years websites use links like httpdomainnametldidpartrestabc thunderbird able show links mails ready click open full address given firefox least version etc longer case mailtext httpdomainnametldidpartrestabc shown link shorten httpdomainnametldidpart thus becoming unusable buggy severe bug thunderbird falling back bend old versions outlookexpress usability important debug error containing essential bug thundebird longer usable mail client communication web impossible,mail display truncates url containing square brackets,plain text email contains square brackets wch legal url characters clickable link truncated singn makes impossible use spamkarmas emails flag comment span simply clicking link url parsing enhanced treat part link delimiter,1
952829,780749,disable certificate check,set private jabber server created account dont certification authority connection fails misleading error message server closed connection message doesnt help gives clients able ignore certificate errors https protocol broken design able ignore give certificate see ssh works thunderbird chat client would nice last two hours fideling around thunderbird left bad experience wish search communication client handle mail chat one list contacts,support xmpp self signed certificate,instantbird configuration setting wch turn certificate checks case selfsigned certs doesnt seem present thunderbirds implementation tried set account xmpp server selfsigned cert wont connect connected,1
35689,419040,newsgroup postings dont linkify newsgroup header like,using commercial builds maybe sometng planning seamonkey displayed newsgroup message show newsgroup header linkified moused display full news snews url path wch message posted seamonkey doesnt newsgroup select message mouse newsgroups header content newsgroup name wch message posted result news snews url displayed status bar text open message separate message window close panemain mail window click follow linkified newsgroup header open standalone message window result mainpane mail window opens said newsgroup procedures seamonkey standalone mail window yet operable builds result newsgroup header content linkified url displayed status bar mouse newsgroup name message header,open weblinks inside email,installed thunderbird thought migrated settings netscape saw messages addresses bookmarks transferred problem open thunderbird attempt open posted link message get response correct issue removed netscape computer netscape longer providing support march provide corrections situation click linkno response open link firefox,0
36836,419055,mail conduit palm devices,present conduit available sync palm pilot mozilla mail address book matter feature outlook express tnk itd useful addition mozilla,sending multiple mailing lists,first open thunderbird send club announcement mailing list either entering name dragging dropping whether sent first message tells next list mail list exit thunderbird restart send next list create two mailing lists create save message template send message first one try send message second mailing list get address mail list send second mail list vista home premium pavillion dvz laptop,0
51181,419128,user notification new mail needed status bar,many users wch dont know happens dont recived new mail becouse inst alert call ter support ask happend dont new mail must alert sometng like dont new messages like alerts connection timed wwwunaviabledomainorg could found start mozilla start mail get new massages check new messages dont get alert taht dont new messages peoples ahve alerted dont new mail,importer eudora address book file handling changes trunk broke eudora address book importing,dont recall wch patch bug caused caused general file handling changes trunk case patch prepared wch fixes bug,0
58140,419248,save multiple messages individual files directory,mailnews file menu save submenu containing two items file template options work expected single message multiple messages selected remain enabled simply notng simplest solution would disable two menu items one message selected better solution would get work multiple messages would normally expect imho saving whole group messages single folder one command would one useful applications save file menu item,two toolbars mozilla thunderbird email client,two toolbars mozilla thunderbird email client delete one,0
68784,419318,sending mail first check recipient subject currently way round,compose new message mozilla first checks see theres subject theres recipients check way around,unable log smtp server,eery time attempt send email get message checked server name fact copied pasted entourage reinstalled thunderbird evan installed thunderbird restarted mac use disk utitliy correct permissions enter message send press send see message starts send error message expec message sent send apple mail entourage send email,0
74959,419360,implement mail back forward,accelerator driven bienvenu telling sounded useful,new mail imap displayed message list found search folder reappears rebuilding index,new messages come inbox server inbox folder shows new message arrived however new message cannot found inbox message list new message found looking search folder even says message inbox rebuilding index inbox finds message problem continues next new message inbox selected offline use downloading messages solve problem compacting solve problem,0
75927,419447,compact purge button,outlook express button effect file compact folder inclusion feature would bring mark deleted mode fully featured level users work grapcal elements opposed line commands,scrollbar bar incorrectly drawn,folder mails folder scroolbar bar incorrectly drawn see attachment,0
81091,419512,gonextstarred gopreviousstarred flagged message shouldnt grayed standalone message window,linux trunk win trunk mac trunk summary separate winodw gonextflagged message shouldnt grayed steps inbox double click message open separate thread window menu select next previous actual result flagged message submenu grayed expected result gray work like nova occurs linux win mac subm gonext previous got grayed,freezecrash checking new imap mails gmail,mozilla crashed suck laugng start thunderbird checks new mails new one thunderbird freezes restart application see new mails problem receive new mail start thunderbird gmail imap account mega freeze send new message freeze anomaly report httpfileszenoobzfrnfctrlrapportanomalietxt check new messages show theses,0
108702,419521,opening folder show folder name,opening mail folder using imap mozilla simply says opening folder large folder messages trash search across whole bunch folders time spent waiting folders open actual search perform would useful see folder name mozilla opening say sometng like opening folder say opening folder trash mail click large email folder wait mozilla shows opening folder,folder triangles dont react clicking certain rate,often refresh newsgroup articles collapsing list newsgroups reexpanding clicking twice accounts triangle however starting versions ago two mouse clicks witn doubleclick threshold triangle collapse expand even worse keep clicking click doubleclick threshold last one triangle keeps notng would expect would react least trd click ignored doubleclick click triangle next local folders list newsgroups click witn time would normally trigger doubleclick keep triangle reacts first click ignores subsequent clicks fast enough keep clicking eternity without triangle reacting keep clicking fast enough triangle reacts every click reacts first click ignore doubleclicks course tripleclicks quadclicks cant remember happening linux version thunderbird seems xspecific,0
121267,419555,get map allow users specify default country instead,provide way users specify default country get map feature martijnkluijtmansmywebnl wrote possible country specified mozilla automatically search address users country instead live netherlands dont specify country address book get map functionality automatically add nederland country stead searcng address,edit draft open compose window,doubleclicking draft fails open draft compose mode also seen templates double click existed draft open composition,0
123440,419574,stop annoying modal dialog mail cant connect mail server connection time error,mozilla mail open day see new messages come mozilla set get new messages exchange pop server every minutes problem mozilla cant connect mail server happens quite frequently puts confirmation dialog box since usually sometng else virtual desktops via litestep often dont notice dialog try sometng mail notice working click usually connects fine open mail make server unavailable pull network connection mozmail tries get mail puts dialog make server available moz get new mail moz doesnt get new mail mail cant used clicked moz close dialog shown first place get new mail expect also affects checking news servers,cant upload isp downloads fine problem outgoing server,cant upload isp downloads fine various errors since upgrading thunderbird email isp downloaded problem however despite checking outgoing server details trying different settings pop smtp ssl etc cannot send email one example error message pop ready mail outgoing server settings previous worked checked tried number possible alternates tbird changed sometng outgoing server,0
128129,419597,enterreturn selected cardlist directory pane wont open properties dlg,found using comm bits main platforms according jglick tting enter key return mac pop open corresponding properties editing dlg selected ghlighted address card list afaict doesnt though directory pane addrbk window select ghlight card list entry enter return mac key result notngs happens properties dlg appears,migrate import everything outlook express crashes msvcrdllx nscssscannernexturlunsigned int nscsstoken,downloaded trunk build today windows str start thunderbird first time choose import outlook express boom heres crashreporter info buildid crashtime installtime productname thunderbird startuptime theme classic url userid ababaccebbcbb vendor version apre,0
129183,419599,crash opening address book editing historymab file tbtrunk nsaddrdatabaseupdatelowercaseemaillistname,trunk build linux overview wle checking bug edited storymab file removing many tops rows didnt remove top rows try open address book crashes tried another profile edited storymab file removing top rows opens address book without crash problem might way edited file select messages pane entries added cab exit edit storymab file top entries still present look storymab file going attach example start app select tasksaddress book crash crash,selection multiple smtps fails,got different smtp servers defined thunderbird default gmail account beginning writing message select one smtps wch default sending thunderbird still tries use default smtp therefore deleted changed default smtp still effect thunderbird problems reacng smtp double checked smtp server settings aokay thunderbird still shows tries use deleted default smtp default selected writing new message open new mail window write message select one multiple smtp servers wch default click send button thunderbird cant connect correctly setup smtp wch default one default one works clicking send deleted default smtp still list available course set default though deleted settings shouldnt show deleted smtp able connect correct smtp wch selected writing mail addons talkback sync kolab spamatothunderbird scroll key provider google calendar lightning foxytunes fox clocks folder account enigmail adblock plus unread addons latest version also problem without,0
148195,419783,remove sessionlogout code mailnews,result patch bug sessionlogout signal longer issued code handling signal removed occurs following place mailnews mailnewsbasesrcnsmsgaccountmanagercpp line observerserviceaddobserverts sessionlogout prtrue mailnewsbasesrcnsmsgaccountmanagercpp line nscrtstrcmpatopic sessionlogout,composer window shows comment markup deleting abc wrote reply,wle deleting abc wrote following xml shown composer window error console particular mail press reply delete parts trd latest reply thread composer window following comment displayed font definitions fontface fontfamilycambria math panose fontface fontfamilycalibri panose fontface fontfamilyconsolas panose style definitions pmsonormal limsonormal divmsonormal marginin marginbottompt fontsizept fontfamilycalibrisansserif alink spanmsohyperlink msostylepriority colorblue textdecorationunderline avisited spanmsohyperlinkfollowed msostylepriority colorpurple textdecorationunderline pmsoplaintext limsoplaintext divmsoplaintext msostylepriority msostylelinkplain text char marginin marginbottompt fontsizept fontfamilyconsolas spanplaintextchar msostylenameplain text char msostylepriority msostylelinkplain text fontfamilyconsolas msochpdefault msostyletypeexportonly page section sizein marginin divsection pagesection list definitions list msolistid msolisttypehybrid msolisttemplateids list llevel msoleveltext msoleveltabstopnone msolevelnumberpositionleft marginleftin textindentin marginbottomin marginbottomin likely crash font found however must throw error error console composer window guess one following properties unknown see declaration dropped messages error console msoansilanguage msobidifontfamily msofareastfontfamily,0
151244,419814,return receipt processed message loaded,return receipt processed message loaded currently displayed loading headers new message confronted decision either send send return receipt without context message help make decision example today received message someone ive never received message reasonable looking subject line bug addressed tever message text looked like spam didnt want say yes return receipt request basis message looking lot like spam turns looking message body previous message spam pressing cancel return receipt dialog new message appeared wouldnt minded sending return receipt well hope example makes point context message body matter users loaded user prompted send return receipt thx,sent folder wont accept messages,compose message click send system sends see copying message sent folder copying process never ends never accomplished bug began morning worked fine tried get messages sent folder clicking save moving drafts folder sent folder would accept subfolder sent folder however accept message moved way compose message click send try see gets copied sent folder message get copied sent folder expected see message copied sent folder harms work left record messages sent,0
170520,419815,allow smtp server specified creating new account,first email account created mozilla becomes default email eventhough advanced option change server name creating subsequent accounts enter incomming server name allowed create outgoing smtp server name assumed would using default smtp server name aberration users may one network accessible users send email network may want route via network server network handled network servers user accounts network network user may connected directly network however user wishes send email account network depending network configured servers provided network route network domain user wishes spend time processing network servers user may want email flagged network servers therefore wle may bug may possibly oversight creating unique email accounts ability establish incomming smtp server names per email account,trace attachment disappears detached,normally attachment detached attachments pane remains bottom screen icons replaced links original documents file system recently past week upgrading latest version thunderbird occasionally removes trace original attachments message successfully detacng documents normally microsoft word doc files including attachments pane attachment paperclip symbol message quality assurance purposes need trace showing original email attachments serious bug select attachment right click select detach tnk detach also works one document trace attachments removed email attachments pane removed paperclip attachment symbol removed could find way retrieving link original email attachment attachment pane remain attachments replaced links detached files local file system paperclip attachment symbol remain idea happens havent able trace attachments particular size type filename length specific document encoding following addons installed system british english french greekenglish dictionaries enigmail minimizetotray talkback error console shows following sure related detachment bug error exception javascript component method named notifycomposebodyready calling method nsimsgcomposestatelistenernotifycomposebodyready nsresult nserrorxpcjsobjecthasnofunctionnamed location frame chromemessengercontentmessengercomposemsgcomposecommandsjs initeditor line data source file chromemessengercontentmessengercomposemsgcomposecommandsjs line error exception javascript component method named notifycomposebodyready calling method nsimsgcomposestatelistenernotifycomposebodyready nsresult nserrorxpcjsobjecthasnofunctionnamed location unknown data error gaccountmanager properties source file chromemessengercontentmessengercomposemsgcomposecommandsjs line,0
171907,419837,drag drop eml file mailbox folder,saved email emlfile deleted mail folders cannot get mail folder could useful create reply edit message new workaround drag drop outlook express toolsimport using windows work linux,problem sending cad file attachments,attach cad files dxf stpthe body email grabs text version attachment sends along attachment zip cad file attacng problem select address attach cad file send cad file received format sent body email also contains large text file version attachment cad file form attached received file zipped attachment problem goes away,0
183394,419847,sometimes delete message focus gets lost instead going next message,bryner tells delete message focus gets lost instead going next message see occasionally sure triggers tnk ive seen havent able reproduce could edge case handledeleteormovemsgcompleted types problems code code calls,tear folders file mislocated,multiple levels message folders local folders second level lists list appears top window instead local folders pull list going several releases started two local folders expanded three example photo shopping sportinggoods vendors witn local folders three produce menu top window,0
193281,419856,ability importsave email messages eml text files folders messagecopy,mozilla easily save selected messages eml text file way perform opposite operation import email messages eml file operation would especially useful transporting email messages different mozilla installations,exchange ssl results cryptic many imap connections error,hey dont know much bug sometng knowledge base somehow exchange server work configured listens port ssl accept least initial connections logging tnk download email get cryptic error dialog says unable connect imap server may exceeded maximum number connections server use advanced imap server settings dialog reduce number cached connections setting connection back tls available fixes problem mostly filing bug report someone else experiences problem might find answer google search dont expect thunderbird hacked work around broken imap servers find broken exchange server try connect via ssl get error message cryptic error message dialog saying exchange server please use zimbra instead,0
196628,419880,major mailnews leakage regressions,transcript short irc discussion brendan brendan see rss jump dozens meg witn first minutes using pop getting messages switcng bugccs folder junking mail brendan rss dmose sure really indicates given pages already classified marked dirty tossed theyre needed dmose looks mailnews test tinderbox brendan hear intense disk rattling ibm tnkpad noisy switch folders brendan believe leak dmose could brendan keep normal stuff easily get past size brendan reach steady state needs whatever brendan keeps growing brendan starts thrasng went looked mailnews leak graphs weve steadily getting leakier past days suspect graphs show mailnews startup shutdown leaks mcafee confirm case means theyre probably small part issues brendan seeing probably need investigate various upticks graph see track happened additionally need figure leaky branch decide much problem need fix sps runs leak tools valgrind purify may also instructive,hang wake sleep apple report attached,sample process activity sure yet put laptop sleep connect external monitor wake beachballs ill attach sample taken activity monitor crash report generated quit process looks untrained eye like deadlock,0
199019,420018,typing letters quicksearch box triggers menu selection,similar bug probably another instance tng probably affects macs certain circumstances cannot type certain letters quick search box mailnews pane window letters appear instead trigger menu item corresponding keystroke shortcut relates items menu wch require modifier key usually commandapple key mac held open mailnews click message threepane view focus must quick search box tap next menu select item click quick search box try type letter letter get typed quick search box next unread message menu item gets triggered,responce,programe stoped working startup say shortcut missing cant install uninstall thunderbird program please advise tng try real pardon phrase pain ass,0
201831,420029,unrecognized secure imap certificate cant accepted permanently,isp uses homegrown certificate connecting mail server via secure imap mozilla recognize certificate brings dialogue asking whether accept certificate permanently session accept choosing accept permanently brings dialogue window cannot proceed getting mail accepting session works get mail way dialogue window reappears restarting mozilla since session tng happened start mozilla mail news configured secure imap server unrecognized cert attempt accept cert permanently watch dialogue window reappears dialogue window keeps appearing successfully permanently accepted secure imap cert instead bringing dialogue forcing accept session,inserts doesnt send image attachment,doesnt insert image attachment dragdrop menuinsertimage see image mail wont sent create new mail insertimagechoose file adrag image mail compose window image added attachment added send youll recive empty mail expected get mail image attached automaticly attach image file mail,0
202497,420035,need set default mailto protocol handler default mail app,thunderbird needs mozilla mail probably wants set mozilla mail default app windows mapi code pokes register bunch magic simple mapi mozilla mail however currently dont also set mailto protocol handler rest registry tweaks click mailto link firebird launches instead mozilla mail even though mozilla mail registered default app means setting hkeylocalmacnesoftwareclassesmailtospencommand value app path compose hkeylocalmacnesoftwareclassesmailtodefaulticon value app path additional note win control panel folder options filetypes urlmailto protocol well show mozilla mailthunderbird,subject long encoded multiple lines isnt properly decoded,mails created zend framework mail functions encode subject like subject isoqprevioregistraceubytovacedhozafedzenedbriliant subject isoqprevioregistraceubytovacedhozafedzenedpenzionrelaxcentrum kubedekovi first subject shown correctly previo registrace ubytovac zen briliant wle second one displayed like decoded isoqprevioregistraceubytovacedhozafedzenedpenzionrelaxcentrum kubedekovi long subject nonascii charset encoded quotedprintable encoding displayed notdecoded expect subject displayed decoded httptoolsietforghtmlrfc says paragraph syntax encodedwords encodedword may characters long including charset encoding encodedtext delimiters desirable encode text fit encodedword characters multiple encodedwords separated crlf space may used wle limit length multipleline header field line header field contains one encodedwords limited characters seems thunderbird problem decoding subjects wch encoded multiple lines,0
202603,420050,thunderbirdabout thunderbird menu item doesnt function,thunderbird mac osx wont allow minotaurabout minotaur get screen well thunderbirds user interface doesnt fit right mac osx couldnt reproduce,changing print orientation requires restart,steps recreate open thunderbird goto file page setup change orientaiton format potrait landscape case click select email print,0
203555,420064,compose new message either compose reply results error occurred creating message window please try,reading message try compose new message either compose reply error message window displayed text error occured wle creating message window please try button pressing cancels operation try result error message described open mail newsgroups window pres button compose error message window displayed text error occured wle creating message window please try linux mandrake kde desktop,unable delete sent subfolders deleting account,manually created subfolders local folders sent folder one folder pop account wch send emails account put automatically switched imap completely wanted remove subfolder options theres delete option context menu using del button doesnt work either account used automatically put send messages subfolder still present set different folder first give delete option however deleted account changing folder theres delete option made available create subfolder sent folder set account automatically put send messages subfolder send message rightclick subfolder delete option expected remove account still delete option work around following use existing account create new one set sent folder setting account folder want remove press set sent folder setting back previous folder press delete folder wanted remove,0
203728,420074,remote images always loads regardless privacysecurity settings,remote images loads mail messages regardless settings privacysecurity good confirms spammers address working used using thunderbird around apr doesnt contain version info info read mail remote images images load regardless privacysecurity settings attempt load images preferences indicate wish loaded using thunderbird around apr doesnt contain version info info,pressing key deletes open message arrow keyboard urgent,cause permanent loss emails read details open message deleted press keyboard key arrow moved deleted folder view message selected another arrow permanently deletes message deleted folder moves seemingly random folder pressing returns beginning bug presses see email get important email lost inbox double click mail item mail opened focus press keyboard arrow press keyboard arrow press keyboard arrow step first mail deleted moved view deleted folder step emails deleted simply folder box without opening open mail simply ignore open folder next selected email system hebrew enabled winxp note dont know need parenthesis must spacebar otherwise get german dots button usually textbox works addons hebrew enabling language addons hebrew calendar hebrew dictionary addons,0
203799,420115,cant add save attachments thunderbird solaris,hesitant log bug since status thunderbird trunk still clear getting tired goes build thunderbird unpatched trunk every night using forte tools solaris working really well days one exception still cant get attachments unix filesystem seems save open dialogs ive seen reported linux fora available maybe general unix tng still using thunderbird fulltime three mail accounts otherwise happy also try save message get error dialog says unable save message please check file name try later sure expected anytng better later try save anytng either notng error unable save message please check file name try later present filesystem dialog,compact folder doesnt seem take imap folders marked offline use,since week back trunk sometng odd compact folder use imap mark deleted thats visible rightclick folder compact downloading message appears status bar deleted messages arent removed folder might view doesnt refresh properly least going another folder coming back messages gone anyone else see,0
204045,420121,thunderbird nextprevious buttons,message window preview pane thunderbird button next unread also simple nextprevious buttons browse arcved mails certain sender example part predefinded set buttons toolbar customization window using thunderbird mozilla apps suite mail,link thunderbird mail doesnt open web site,click link thunderbird mail internet explorer browser opens web site doesnt open happens click release notes mozilla thunderbird help copy link paste internet explorer browser web site open requires two extra steps get link load internet explorer browser opens click link email message,0
204055,420126,middleclick returns browser error,middleclicking link mail message thunderbird following error returned error launcng browsers windowtypeerror componentsclassesmozillaorgappshellcomponentbrowserinstance properties alpha build thunderbird version firebird installed listed default browser dont administration rights macne leftclick works expected view mail message contains clickable link middleclick link error message popped error launcng browsers windowtypeerror componentsclassesmozillaorgappshellcomponentbrowserinstance properties open system default browser brower mozilla open new window browser mozilla open new tab last active window whatever middleclick default mozilla mail,image signature replied outlook blank,oups remove email mail server source example please thanks,0
204582,420132,view messages newsgroup work,viewing newsgroup clicking viewmessagesall notng thunderbird update message view open newsgroup click view menu click messages click notng viewmessages menu bullet remains next threads unread clicked display previouslyread messages list old messages deleted read someone makes new reply old thread entire thread displayed even though marked read earlier session,filter action copy message appears work folder always empty,created filter named saved emails follows incoming messages match messages perform actions copy message saved emails tomcommindspringcom filter log indicates messages copied reality folder named saved emails empty start thunderbird tomcommindspringcom enable filter named saved emails exit thunderbird use earthlink web mail send emailmessage tomcommindspringcom start thunderbird tomcommindspringcom new messages downloaded automatically startup emailmessage arrived inbox check folder named saved emails folder empty check filter log verify thunderbird tnks filter worked fact emailmessage stored inbox tomcommindspringcom filter log indicates emailmessage copied folder named saved emails reality folder named saved emails empty emailmessage stored inbox tomcommindspringcom copied folder named saved emails filters filter named saved emails top list,0
204707,420139,problem view image,whenever try view images witn thunderbird right clicking image selected view image new menu title bar open title bar notng maximizeresize empty open mail inline image right click image select view image empty title bar popup open another thunderbird window image use default system image viewer view image using thunderbird build,thunderbird loosing connection,ever since recent update thunderbird couple days ago thunderbird seems loose connection email accounts comcastnetand closed reopened another connection made,0
204737,420168,unable gtk build linux gcc,thunderbirdbin iusrxrinclude fnortti fnoexceptions wall wconversion wpointerarith wcastalign woverloadedvirtual wsynth wnoctordtorprivacy pedantic wnolonglong fshortwchar pthread pipe dndebug dtrimmed nsmailappo ldistbin ldistlib ldl distliblibxulappsa ldistbin lmozjs ldistbin lxpcom ldistbin lusrsrctestthunderbirdmozilladistlib lplds lplc lnspr lpthread ldl wlexportdynamic loptlib lgtkx lgdkx latk lgdkpixbuf lpangoxft lpangox lpango lgobject lgmodule ldl lglib distliblibxulappsansnativeappsupportgtko function nssplashscreengtkshow nsnativeappsupportgtkotextxce undefined reference splashxpm collect returned exit status gmake thunderbirdbin error gmake leaving directory usrsrctestthunderbirdmozillamailapp compile cvs sources compile compiled adding clientmk options usrsrctestthunderbirdmozillamozconfig mozthunderbird mozinternallibartlgpl usrsrctestthunderbirdmozilla configure adding configure options mozconfig prefixoptthunderbird enablexft enabledefaulttoolkitgtk withsystemzlib withsystemjpeg withsystempng withsystemmng enablesvg withx disabledebug enableoptimizeo enablecrypto disablemathml disableaccessibility disableinstaller disableactivex disabletests enableextensionswalletspellcheck disablediskcache enableneckoprotocolshttpfilejarviewsourceresdata mozillaconfigh list defines generated configure included preprocessor flag include avoid long list defines compile commandline edit ifndef mozillaconfigh define mozillaconfigh define cppthrownew throw define dino dino define funcproto define havecppbytewchart define havecppambiguityresolvingusing define havecppdynamiccasttovoidptr define havecppexplicit define havecppexterninstantiation define havecppmodernspecializetemplatesyntax define havecppnamespacestd define havecppnewcasts define havecpppartialspecialization define havecpptypename define havecppunambiguousstdnotequal define havedirenth define havefchmod define haveflockfile define havegetopth define havegnugetlibcversion define havegnulibcversionh define haveinlcmessages define haveiconv define haveintt define haveintt define haveintt define haveiosbinary define havelchown define havelibdl define havelibm define havelocaltimer define havemalloch define havembrtowc define havememmove define havememoryh define havemmintrinh define havenllanginfo define havenltypesh define haverandom define haveresninit define haverint define havesiginfot define havesnprintf define havestatvfs define havestrerror define havestrtokr define havestblksize define havesysbitypesh define havesyscdefsh define havesysmounth define havesysstatfsh define havesysstatvfsh define havesysvfsh define haveuint define haveunamedomainnamefield define haveunistdh define havevacopy define havewcrtomb define havexxkblibh define havexshm define ibmbidi define jsthreadsafe define mozillaversion define mozdefaulttoolkit gtk define mozdllsuffix define mozenablecorexfonts define mozenableoldabicompatwrappers define mozenablexft define mozenablexremote define mozextraxconverters define mozjsloader define mozlogging define mozprofilesharing define mozstaticmailbuild define mozsvg define mozthunderbird define mozuserdir mozilla define mozwidgetgtk define mozx define mozxpinstall define mozxul define mozxulapp define needcppunusedimplementations define newh new define nsprinting define nsprintpreview define oji define stdcheaders define unixasyncdns define vacopy vacopy define xpunix define reentrant endif mozillaconfigh,cannot connect server connection refused,received update mozilla thundebird upgrade upgraded system system reboots since yesterday unable cannot connect mail server connection refused niether able online internet explorer please help setting wireless connection excellentplease help andy,0
205540,420254,crash customize toolbar,thunderbird may crashes customize toolbar click view menu click toolbars customize addremove button item available thunderbird crashes add remove toolbar item without crasng windows error information error signature appname thunderbirdexe,thunderbird often uses cpu idle apparent reason,linux trunk probably started fairly recently week three thunderbird often starts using cpu long periods time minutes forever idle apparent reason suck oprofile gdb tell far,0
205666,420256,compose windows attachment box focus indication flawed,focus compose window placed attachment box necessarily visual indicator fact focus placed box clicking pressing hotkey label altc alta earlier versions box empty never indicator focus attachment added via file menu toolbar singleclicking attachment box still indication focus click attachment entry entry shown selected focus removed selection still shown faded ctrlclick single selected entry entry shown dotted outline nonselection focus removed outline erased redrawn focus restored box file selected box show selection nonselection nonselection cannot removed except deleting attachments moved items dden actual selection file actually selected box focus indicator attachments box contains files nonselection focus sfted box either using hotkey singleclicking file list either cancelling choosing additional attachment typing downarrow key select first item recommended shadowy outline similar dropdown box focus plus automatically adding nonselection first attachment attached xref bug likely applies osplatform,automatic update thunderbird available mac,thunderbirds updaterapp doesnt work thunderbird windows updated without problem thunderbird macintosh doesnt even find update neither automatically click check updates ask check updates thunderbird macintoch says updates found cant case thunderbird windows updated immediately didnt try told details updates found automatic manual set search automatically updates exactly click search updates finf use macintosh windows version windows witn parallels desktop thunderbird macintosh doesnt need virtual macne without troubles bugfixes found consider major bug,0
206995,420273,viewcombobox unusable mouse selecting keyboard crashes,trying select anytng viewcombobox thunderbird closes soon move mouse dropdownlist focus combobox press downarrow thunderbird crashes immediately without warningerrormessage drop viewcombobox move mouse dropdown list focus viewcombobox press downarrow case first steps combobox closes immediately case last steps thunderbird crashes immediately able select one viewoptions choose critical severity crashes thunderbird,ignore thread selects message next thread,newsgroups using threads unread view threads collapsed select thread normally use cursor keys read usually expands another thread wch usually following one expands later one unignore reignore theres one post following thread selects select threads unread view select newsgoup collapse threads theyre already select thread choose one post next one also post expands another thread usually following one repeat process several times collapse thread reselect ignored thread press usually expands later threads mark thread ignored leave selected also happens windows,0
